Gene1,Gene2
TFDP1,CTBP1
CTBP1,TLE3
TLE3,CTBP1
CTBP1,ZBTB38
ZBTB38,CTBP1
CTBP1,ASH2L
ASH2L,CTBP1
CTBP1,CTBP2
CTBP1,CBX2
CTBP1,SATB1
SATB1,CTBP1
CTBP1,UBE2I
CTBP1,NOS1
CTBP1,ZEB1
ZEB1,CTBP1
CTBP1,SAP18
SAP18,CTBP1
CTBP1,PHC1
CTBP1,RBPJ
RBPJ,CTBP1
CIITA,TRIM62
SP100,TRIM62
U2AF1,SCAF11
U2AF1,HNRNPM
U2AF1,SRSF3
SRSF3,U2AF1
U2AF1,DEK
DEK,U2AF1
U2AF1,SRSF7
U2AF1,TET2
U2AF1,ASXL1
ASXL1,U2AF1
U2AF1,SF1
SF1,U2AF1
U2AF1,SRSF2
SRSF2,U2AF1
U2AF1,SRPK1
AIRE,H3F3A
SMARCD1,NCR1
PDGFA,FGFR4
ASB9,FBXO17
WWP1,FBXO17
ASB4,FBXO17
RNF14,FBXO17
RNF19A,FBXO17
ASB9,FBXO27
WWP1,FBXO27
ASB4,FBXO27
RNF14,FBXO27
RNF19A,FBXO27
NRIP1,ACOX1
CITED2,ACOX1
PPARA,ACOX1
WWP1,PSME3
SSB,PSME3
HIF3A,PSME3
HNRNPK,PSME3
PSMD9,PSME3
NFKBIB,PSME3
REL,PSME3
CTNNB1,PSME3
HIF1A,PSME3
SRC,ITGA5
SNAPC3,POLR3K
POLR2G,POLR3K
POLR1B,POLR3K
SSB,POLR3K
POU2F1,POLR3K
NFIB,POLR3K
NFIA,POLR3K
POLR2H,POLR3K
GTF3C4,POLR3K
POLR2F,POLR3K
NFIC,POLR3K
POLR2K,POLR3K
POLR1C,POLR3K
POLR3E,POLR3K
TCEA1,POLR3K
SNAPC4,POLR3K
POLR2A,POLR3K
RAD51,SLX4
HIF1A,RBMS1
SRC,CAPN2
REL,PSMB9
REL,PSMC5
REL,CARD11
REL,BCL2L1
REL,NFKBIB
NFKBIB,REL
REL,PSMB2
REL,PSMF1
REL,PSMD9
PSMD9,REL
REL,MALT1
REL,CUL1
REL,PSMB10
REL,PSMB8
REL,PSMA7
SRSF3,NUP35
RNPS1,NUP35
ALYREF,NUP35
SNRPB,NUP35
SP100,NUP35
SRSF2,NUP35
NPM1,NUP35
SNRPD1,NUP35
PDGFA,TGFA
TFAP2A,TGFA
MITF,FOXD3
FOXD3,MITF
MITF,TFE3
TFE3,MITF
MITF,IL6R
MITF,TRPM1
MITF,OTX2
OTX2,MITF
MITF,UBE2I
MITF,MLANA
MITF,CTNNB1
CTNNB1,MITF
MITF,PMEL
MITF,IL6ST
BMP2,FSTL1
DAB2,ARPC2
CNBP,CCT3
MCM7,CCT3
ILF2,CCT3
ILF2,PTX3
HESX1,SOX3
SOX3,HESX1
RUNX1,PF4
SRC,CDCP1
SRC,ITGB5
POLR1B,H2AFZ
POU2F1,H2AFZ
RUNX1,H2AFZ
H1F0,H2AFZ
PBX1,H2AFZ
GATA3,H2AFZ
POLR2H,H2AFZ
CBX3,H2AFZ
RBBP4,H2AFZ
HOXB4,H2AFZ
HOXB2,H2AFZ
DNMT3B,H2AFZ
CTNNB1,H2AFZ
RUVBL2,H2AFZ
MYBBP1A,H2AFZ
UBTF,H2AFZ
RARG,H2AFZ
POLR2G,H2AFZ
CENPK,H2AFZ
WDR5,H2AFZ
DEK,H2AFZ
HOXB3,H2AFZ
GATAD2A,H2AFZ
ASH2L,H2AFZ
EHMT2,H2AFZ
RUVBL1,H2AFZ
POLR2F,H2AFZ
DNMT1,H2AFZ
POLR2K,H2AFZ
HDAC9,H2AFZ
AR,H2AFZ
POLR1C,H2AFZ
NCOA6,H2AFZ
NPM1,H2AFZ
SAP18,H2AFZ
EZH2,H2AFZ
UHRF1,H2AFZ
POLR2A,H2AFZ
RAD51,MAD2L1
MCM7,MAD2L1
CENPK,MAD2L1
PSMD9,MAD2L1
MCM3,MAD2L1
UHRF1,MAD2L1
PARP1,ANXA5
ASB9,ASB5
WWP1,ASB5
ASB4,ASB5
RNF14,ASB5
RNF19A,ASB5
NAA15,ETF1
NAA15,SSB
SSB,NAA15
NAA15,ABCE1
NAA15,SYNCRIP
EOMES,IL15
POLR1B,ABCE1
PA2G4,ABCE1
SSB,ABCE1
UPF1,ABCE1
RUVBL1,ABCE1
POLR1C,ABCE1
EEF1A1,ABCE1
POLR1B,UTP15
PDCD11,UTP15
DDX54,UTP15
POLR1C,UTP15
MYBBP1A,UTP15
NCOA6,TNFRSF21
PPARA,TNFRSF21
NPM1,NUP153
NPM1,SUMO3
NPM1,RAE1
NPM1,EBNA1BP2
NPM1,NUP160
NPM1,RPL4
NPM1,RAN
NPM1,GNL3
NPM1,XPO1
NPM1,SET
NPM1,NUP62
NPM1,RBBP4
RBBP4,NPM1
NPM1,RPL5
NPM1,ITGB3BP
NPM1,CENPO
NPM1,CENPK
CENPK,NPM1
NPM1,H2AFX
NPM1,AURKB
NPM1,SUMO2
NPM1,TET2
NPM1,HSPD1
NPM1,ASXL1
ASXL1,NPM1
NPM1,HIST1H2BH
NPM1,RUVBL1
RUVBL1,NPM1
NPM1,NCL
NPM1,UBE2I
NPM1,NUP188
NPM1,TFAP2A
TFAP2A,NPM1
NPM1,SENP5
NPM1,NAP1L1
NPM1,NOP2
BMP2,BMPER
DNAJC2,HSPA9
EEF1A1,HSPA9
TLR4,HSPA9
PHB2,HSPA9
BMP2,COL1A2
SOX17,MIXL1
SOX17,CTNNB1
CTNNB1,SOX17
SOX17,GATA4
GATA4,SOX17
TRPS1,CSMD3
HIF1A,NOS3
POLR1B,DCAF13
WDR5,DCAF13
PDCD11,DCAF13
DDX54,DCAF13
POLR1C,DCAF13
POLR1B,NOL6
PDCD11,NOL6
DDX54,NOL6
MYBBP1A,NOL6
ASB9,LRR1
WWP1,LRR1
ASB4,LRR1
RNF14,LRR1
RNF19A,LRR1
ASB9,TRIM9
WWP1,TRIM9
RNF19A,TRIM9
ASB4,TRIM9
RNF14,TRIM9
SNAPC4,SRRT
SNAPC4,POU2F1
POU2F1,SNAPC4
SNAPC4,POLR3G
SNAPC4,POLR2H
POLR2H,SNAPC4
SNAPC4,INTS9
SNAPC4,INTS1
SNAPC4,SNAPC3
SNAPC3,SNAPC4
SNAPC4,POLR2G
POLR2G,SNAPC4
SNAPC4,TAF8
SNAPC4,POLR2F
POLR2F,SNAPC4
SNAPC4,POLR2K
POLR2K,SNAPC4
SNAPC4,POLR1C
POLR1C,SNAPC4
SNAPC4,POU2F2
POU2F2,SNAPC4
SNAPC4,POLR3E
POLR3E,SNAPC4
SNAPC4,POLR3GL
SNAPC4,POLR2A
POLR2A,SNAPC4
MAPK10,DUSP16
POLR1B,TRUB1
SSB,TRUB1
PDCD11,TRUB1
POLR1C,TRUB1
SSB,CCT2
EEF1A1,CCT2
PA2G4,CCT2
ILF2,CCT2
POLR2G,POLR2M
POLR2F,POLR2M
POLR2A,POLR2M
TLR7,HSP90B1
ATF6,HSP90B1
TLR4,HSP90B1
AR,HSP90B1
POLR3E,SNAPC3
SNAPC3,POLR3E
POLR3E,POLR2G
POLR2G,POLR3E
POLR3E,POLR1B
POLR1B,POLR3E
POLR3E,SSB
SSB,POLR3E
POLR3E,POU2F1
POU2F1,POLR3E
POLR3E,POLR3G
POLR3E,NFIB
NFIB,POLR3E
POLR3E,NFIA
NFIA,POLR3E
POLR3E,BCCIP
POLR3E,GTF3C6
POLR3E,POLR2H
POLR2H,POLR3E
POLR3E,GTF3C4
GTF3C4,POLR3E
POLR3E,POLR2F
POLR2F,POLR3E
POLR3E,NFIC
NFIC,POLR3E
POLR3E,POLR2K
POLR2K,POLR3E
POLR3E,POLR1C
POLR1C,POLR3E
POLR3E,POLR3GL
CENPK,KIAA0101
RAD51,KIAA0101
UHRF1,KIAA0101
KAT6A,GLYATL1
RAD51,PLK1
RBBP4,PLK1
CNTRL,PLK1
MCM7,PLK1
CENPK,PLK1
PSMD9,PLK1
MCM3,PLK1
UHRF1,PLK1
MCM7,MAPRE2
ASB9,CKMT1B
YBX1,NUDT21
POLR2G,NUDT21
SRSF3,NUDT21
RNPS1,NUDT21
HNRNPK,NUDT21
HNRNPD,NUDT21
ALYREF,NUDT21
ILF2,NUDT21
ELAVL2,NUDT21
POLR2H,NUDT21
SNRPB,NUDT21
SRSF2,NUDT21
POLR2F,NUDT21
POLR2K,NUDT21
ILF3,NUDT21
SNRPD1,NUDT21
RBMX,NUDT21
POLR2A,NUDT21
RUNX1,H2AFX
RUNX1,PRKCB
RUNX1,SRC
SRC,RUNX1
RUNX1,WDR5
WDR5,RUNX1
RUNX1,ITCH
RUNX1,IL2RA
RUNX1,HIST1H2BH
RUNX1,ACTL6A
RUNX1,RSPO3
RUNX1,OCLN
RUNX1,DPY30
RUNX1,GATA3
GATA3,RUNX1
RUNX1,ASH2L
ASH2L,RUNX1
RUNX1,SOCS3
RUNX1,CTBP2
RUNX1,CBX2
RUNX1,SMARCD1
SMARCD1,RUNX1
RUNX1,YAF2
YAF2,RUNX1
RUNX1,ETS1
ETS1,RUNX1
RUNX1,PRMT1
RUNX1,PHC1
RUNX1,GATA2
GATA2,RUNX1
RUNX1,PRMT6
SNRPD1,PUF60
SNRPD1,HNRNPM
SNRPD1,SF3A3
SNRPD1,MAGOH
SNRPD1,SRRT
SNRPD1,YBX1
YBX1,SNRPD1
SNRPD1,NUP153
SNRPD1,POLR2G
POLR2G,SNRPD1
SNRPD1,CHERP
SNRPD1,SRSF3
SRSF3,SNRPD1
SNRPD1,SSB
SSB,SNRPD1
SNRPD1,ERH
SNRPD1,PPIL6
SNRPD1,DUT
SNRPD1,SRSF7
SNRPD1,LSM5
SNRPD1,DDX39B
SNRPD1,RNPS1
RNPS1,SNRPD1
SNRPD1,HNRNPK
HNRNPK,SNRPD1
SNRPD1,HNRNPD
HNRNPD,SNRPD1
SNRPD1,RAE1
SNRPD1,PPIL1
SNRPD1,EXOSC3
SNRPD1,SNRPN
SNRPD1,NUP160
SNRPD1,ALYREF
ALYREF,SNRPD1
SNRPD1,SF1
SF1,SNRPD1
SNRPD1,SNUPN
SNRPD1,HSPA8
SNRPD1,HNRNPA1
SNRPD1,ILF2
ILF2,SNRPD1
SNRPD1,HNRNPA3
SNRPD1,ELAVL2
ELAVL2,SNRPD1
SNRPD1,NWD1
SNRPD1,POLR2H
POLR2H,SNRPD1
SNRPD1,SRSF10
SRSF10,SNRPD1
SNRPD1,LSM4
SNRPD1,GEMIN4
SNRPD1,NUP62
SNRPD1,RUVBL1
RUVBL1,SNRPD1
SNRPD1,SNRPB
SNRPB,SNRPD1
SNRPD1,HNRNPC
SNRPD1,TRA2B
SNRPD1,BCAS2
SNRPD1,HNRNPA0
SNRPD1,PTBP1
SNRPD1,LSM6
SNRPD1,SRSF2
SRSF2,SNRPD1
SNRPD1,NHP2L1
SNRPD1,NUP188
SNRPD1,POLR2F
POLR2F,SNRPD1
SNRPD1,SNRNP200
SNRPD1,HNRNPF
SNRPD1,HNRNPH1
SNRPD1,POLR2K
POLR2K,SNRPD1
SNRPD1,LSM3
SNRPD1,SNRNP25
SNRPD1,CLNS1A
SNRPD1,U2SURP
SNRPD1,RBMX
RBMX,SNRPD1
SNRPD1,CWC27
SNRPD1,PRMT1
SNRPD1,PRMT5
SNRPD1,CPSF7
SNRPD1,BUD31
SNRPD1,POLR2A
POLR2A,SNRPD1
SNRPD1,DHX15
NFATC3,YWHAQ
NFATC3,NFATC1
NFATC1,NFATC3
NFATC3,CSNK1A1
NFATC3,MAPK10
MAPK10,NFATC3
NFATC3,PPP3CA
NFATC3,PPP3CC
NFATC3,GATA4
GATA4,NFATC3
MCM7,RRM1
MCM3,RRM1
UHRF1,RRM1
MCM7,CDT1
TFDP1,CDT1
CHAF1A,CDT1
MCM3,CDT1
CHAF1A,MCM7
MCM7,CHAF1A
CHAF1A,FEN1
CHAF1A,POLA1
CHAF1A,ACTL6A
CHAF1A,PCNA
CHAF1A,SMARCD1
SMARCD1,CHAF1A
CHAF1A,RBBP4
RBBP4,CHAF1A
CHAF1A,POLD1
CHAF1A,EXO1
CHAF1A,MCM3
MCM3,CHAF1A
CHAF1A,BLM
MCM7,TSR1
POLR1B,TSR1
PA2G4,TSR1
PDCD11,TSR1
DDX54,TSR1
PARN,TSR1
POLR2A,TSR1
MYBBP1A,TSR1
RUVBL1,PELP1
SRC,PELP1
WDR5,PELP1
AR,PELP1
PDCD11,PELP1
RUVBL2,PELP1
HIF1A,PELP1
HCFC1,PELP1
MED14,BIRC5
RAD51,BIRC5
CENPK,BIRC5
MCM3,BIRC5
RAD51,TK1
TFDP1,TK1
POLR2G,PUF60
POLR2G,SNAPC3
SNAPC3,POLR2G
POLR2G,HNRNPM
POLR2G,SF3A3
POLR2G,MAGOH
POLR2G,RARG
RARG,POLR2G
POLR2G,SRRT
POLR2G,YBX1
YBX1,POLR2G
POLR2G,POLR1B
POLR1B,POLR2G
POLR2G,CHERP
POLR2G,H2AFX
POLR2G,SRSF3
SRSF3,POLR2G
POLR2G,PDIA5
POLR2G,PPIL6
POLR2G,POU2F1
POU2F1,POLR2G
POLR2G,WDR5
WDR5,POLR2G
POLR2G,SRSF7
POLR2G,LSM5
POLR2G,TAF8
POLR2G,RNPS1
RNPS1,POLR2G
POLR2G,HOXB3
HOXB3,POLR2G
POLR2G,ESRP1
POLR2G,HNRNPK
HNRNPK,POLR2G
POLR2G,MLLT3
MLLT3,POLR2G
POLR2G,HNRNPD
HNRNPD,POLR2G
POLR2G,PPIL1
POLR2G,USP7
POLR2G,SNRPN
POLR2G,HIST1H2BH
POLR2G,GTF2H2
GTF2H2,POLR2G
POLR2G,PBX1
PBX1,POLR2G
POLR2G,TAF1L
TAF1L,POLR2G
POLR2G,MED14
MED14,POLR2G
POLR2G,ALYREF
ALYREF,POLR2G
POLR2G,ESRP2
POLR2G,POLD4
POLR2G,SF1
SF1,POLR2G
POLR2G,RAN
POLR2G,LIG3
POLR2G,HSPA8
POLR2G,KDM6A
POLR2G,HNRNPA1
POLR2G,PCNA
POLR2G,HNRNPA3
POLR2G,ASH2L
ASH2L,POLR2G
POLR2G,ELAVL2
ELAVL2,POLR2G
POLR2G,POLE4
POLR2G,POLR2H
POLR2H,POLR2G
POLR2G,SRSF10
SRSF10,POLR2G
POLR2G,LSM4
POLR2G,SNRPB
SNRPB,POLR2G
POLR2G,HNRNPC
POLR2G,SOX2
SOX2,POLR2G
POLR2G,TRA2B
POLR2G,BCAS2
POLR2G,RBBP4
RBBP4,POLR2G
POLR2G,HNRNPA0
POLR2G,POLE3
POLR2G,PTBP1
POLR2G,LSM6
POLR2G,SRSF2
SRSF2,POLR2G
POLR2G,POLD1
POLR2G,RFC5
POLR2G,NHP2L1
POLR2G,HOXB4
HOXB4,POLR2G
POLR2G,POLR2F
POLR2F,POLR2G
POLR2G,SNRNP200
POLR2G,HNRNPF
POLR2G,HNRNPH1
POLR2G,POLR2K
POLR2K,POLR2G
POLR2G,CHEK1
POLR2G,RFC4
POLR2G,LSM3
POLR2G,HOXB2
HOXB2,POLR2G
POLR2G,SNRNP25
POLR2G,RPA2
POLR2G,INTS9
POLR2G,POLR1C
POLR1C,POLR2G
POLR2G,NCOA6
NCOA6,POLR2G
POLR2G,POU2F2
POU2F2,POLR2G
POLR2G,RBFOX2
RBFOX2,POLR2G
POLR2G,U2SURP
POLR2G,TCEA1
TCEA1,POLR2G
POLR2G,EZH2
EZH2,POLR2G
POLR2G,EWSR1
EWSR1,POLR2G
POLR2G,RBMX
RBMX,POLR2G
POLR2G,CWC27
POLR2G,INTS1
POLR2G,RFC3
POLR2G,NME1
POLR2G,CPSF7
POLR2G,BUD31
POLR2G,POLR2A
POLR2A,POLR2G
POLR2G,DHX15
SOX7,GATA4
GATA4,SOX7
SP100,TRIM35
CIITA,TRIM35
YBX1,LSM3
SRSF3,LSM3
RNPS1,LSM3
HNRNPK,LSM3
HNRNPD,LSM3
ALYREF,LSM3
SF1,LSM3
ELAVL2,LSM3
POLR2H,LSM3
SNRPB,LSM3
SRSF2,LSM3
POLR2F,LSM3
POLR2K,LSM3
RBMX,LSM3
POLR2A,LSM3
SRC,MAP2K1
FXR1,MAP2K1
MAPK10,MAP2K1
SRC,BCL2L1
MAPK10,BCL2L1
AR,BCL2L1
SRC,CLEC7A
TLR4,CLEC7A
TLR7,CLEC7A
ILF2,LRG1
UBTF,POLR1B
POLR1B,UBTF
UBTF,POLR2H
POLR2H,UBTF
UBTF,RBBP4
RBBP4,UBTF
UBTF,H2AFX
UBTF,HIST1H2BH
UBTF,GTF2H2
GTF2H2,UBTF
UBTF,GATAD2A
GATAD2A,UBTF
UBTF,EHMT2
EHMT2,UBTF
UBTF,POLR2F
POLR2F,UBTF
UBTF,POLR2K
POLR2K,UBTF
UBTF,POLR1C
POLR1C,UBTF
SRC,IGF1
CTNNB1,IGF1
PDGFA,IGF1
PGR,IGF1
AR,IGF1
HIF1A,IGF1
PA2G4,TRAPPC1
PA2G4,HMHA1
PA2G4,IMP3
PA2G4,POLR1B
POLR1B,PA2G4
PA2G4,RPL7
PA2G4,WDR36
PA2G4,RPL27
PA2G4,CIRH1A
PA2G4,WDR75
PA2G4,RSL1D1
PA2G4,PTGES2
PA2G4,NOC2L
PA2G4,RPF2
PA2G4,EBNA1BP2
PA2G4,NOP56
PA2G4,RPL4
PA2G4,DDX54
DDX54,PA2G4
PA2G4,WDR18
PA2G4,RPL38
PA2G4,GNL3
PA2G4,BOP1
PA2G4,MRTO4
PA2G4,RPL5
PA2G4,FTSJ3
PA2G4,DDX24
PA2G4,PADI2
PA2G4,NOC4L
PA2G4,SDAD1
PA2G4,RPS2
PA2G4,BRIX1
PA2G4,DHX15
PA2G4,RPL13
PA2G4,WDR4
PA2G4,ETF1
PA2G4,RPL34
PA2G4,GCA
PA2G4,MAK16
PA2G4,RRS1
PA2G4,CCT4
PA2G4,ANXA2
PA2G4,EIF6
PA2G4,PDCD11
PDCD11,PA2G4
PA2G4,TUBB
PA2G4,HSPA4
PA2G4,RPL23
PA2G4,DYNC1H1
PA2G4,MDN1
PA2G4,HEATR1
PA2G4,EMG1
PA2G4,RRP12
PA2G4,RPL35A
PA2G4,RPL10A
PA2G4,WDR74
PA2G4,NPC2
PA2G4,RPL15
PA2G4,RPS20
PA2G4,WDR43
PA2G4,AR
AR,PA2G4
PA2G4,POLR1C
POLR1C,PA2G4
PA2G4,TCP1
PA2G4,ACTR2
PA2G4,NLE1
PA2G4,NOP2
PA2G4,RPL6
PA2G4,CPPED1
SP100,HSPA4
DNAJC2,HSPA4
EEF1A1,HSPA4
HNRNPD,HSPA4
TLR4,HSPA4
RUVBL1,HSPA4
HIF1A,HSPA4
DNMT3B,MAT2A
DNMT1,MAT2A
RFXANK,CCDC8
TCF19,ZNF57
SRC,CDC25A
RBBP4,CDC25A
E2F4,CDC25A
TFDP1,CDC25A
PSMD9,CDC25A
PITX2,CITED2
CITED2,PITX2
PITX2,TFAP2A
TFAP2A,PITX2
PITX2,CTNNB1
CTNNB1,PITX2
CTNNB1,MAGI3
CNTRL,TCTN2
RFXANK,CIITA
CIITA,RFXANK
RFXANK,HDAC9
HDAC9,RFXANK
SF1,SRP9
SRC,PRKCB
SRC,S1PR1
CRABP2,CNNM3
CUX1,COG8
TMF1,COG8
XRCC5,FEN1
RAD51,FEN1
MCM7,FEN1
XRCC6,FEN1
PARP1,FEN1
MCM3,FEN1
SRC,FGB
FXR1,FGB
TLR4,FGB
PDCD11,MRPL13
STAT2,ISG20
TFE3,ASPSCR1
LDB2,NHLH2
NHLH2,LDB2
LDB2,BEX2
LDB2,LMO3
LMO3,LDB2
LDB2,LHX6
LDB2,GATA2
GATA2,LDB2
MCM7,CDCA7
MCM3,CDCA7
UHRF1,CDCA7
UHRF1,ESCO2
SRC,SDC2
CTNNB1,KIF5B
MCM7,CCNE2
MCM7,ORC4
MCM7,TOP2A
MCM7,DTL
MCM7,DNAJC9
MCM7,WDHD1
MCM7,RAD51
RAD51,MCM7
MCM7,POLE4
MCM7,TLK1
MCM7,RBBP4
RBBP4,MCM7
MCM7,CDC20
MCM7,RFC5
MCM7,CHEK1
MCM7,RFC4
MCM7,RPA2
MCM7,MCM10
MCM7,PRIM2
MCM7,DSCC1
MCM7,CDC7
MCM7,ORC1
MCM7,TYMS
MCM7,AURKB
MCM7,DUT
MCM7,RRM2
MCM7,TTK
MCM7,POLA1
MCM7,UBE2C
MCM7,PCNA
MCM7,LMNB2
MCM7,POLE3
MCM7,POLD1
MCM7,CHEK2
MCM7,DNMT1
DNMT1,MCM7
MCM7,PRIM1
MCM7,MCM3
MCM3,MCM7
MCM7,RFC3
MCM7,POLR2A
POLR2A,MCM7
ARNT2,HIF1A
HIF1A,ARNT2
ZNF239,MOK
PPARGC1B,CYCS
BTF3,RPL13
RNPS1,RPL13
UPF2,RPL13
UPF1,RPL13
EEF1A1,RPL13
CTNNB1,GLUL
SUPT7L,TADA2B
POLR1B,WDR3
PDCD11,WDR3
DDX54,WDR3
MYBBP1A,WDR3
SRC,MMP14
CTNNB1,MMP14
SMAD5,RGMB
BMPR1A,RGMB
BMP2,RGMB
LIN28A,MEPCE
SNRPB,MEPCE
HNRNPK,CBX2
ASXL1,CBX2
GATAD2A,CBX2
RBBP4,CBX2
YAF2,CBX2
SNAI2,CBX2
EZH2,CBX2
PDCD11,MRPL11
PPARA,MRPL11
TRAF6,TLR10
BTF3,RPL15
RNPS1,RPL15
UPF2,RPL15
UPF1,RPL15
EEF1A1,RPL15
HCFC1,WDR5
WDR5,HCFC1
HCFC1,ASXL1
ASXL1,HCFC1
HCFC1,TFB2M
HCFC1,DPY30
HCFC1,TEX10
HCFC1,CXXC1
CXXC1,HCFC1
HCFC1,ASH2L
ASH2L,HCFC1
HCFC1,RUVBL1
RUVBL1,HCFC1
HCFC1,FOXK1
FOXK1,HCFC1
HCFC1,RUVBL2
RUVBL2,HCFC1
BTF3,RPL38
RNPS1,RPL38
UPF2,RPL38
UPF1,RPL38
NR0B1,RPL38
EEF1A1,RPL38
TRAF6,ADAM17
NFIC,ADAM17
RAD51,RMI2
WWP1,PSMC5
HIF3A,PSMC5
NFKBIB,PSMC5
CTNNB1,PSMC5
EEF1A1,PSMC5
PSMD9,PSMC5
RUVBL1,PSMC5
HIF1A,PSMC5
CTNNB1,CASP3
PARP1,CASP3
MAPK10,CASP3
TFAP2A,CASP3
AR,CASP3
TFDP1,CKS1B
PSMD9,CKS1B
E2F4,CKS1B
POLR1B,DHX37
DDX54,DHX37
MYBBP1A,DHX37
PDCD11,DHX37
CTNNB1,PPP2R1B
CENPK,PPP2R1B
PSMD9,PPP2R1B
POLR2F,POLD4
POLR2K,POLD4
GTF2H2,POLD4
PARP1,POLD4
TCEA1,POLD4
RAD51,POLD4
POLR2A,POLD4
POLR2H,POLD4
CENPK,ZWILCH
RNPS1,RPL4
EEF1A1,RPL4
BTF3,RPL4
UPF2,RPL4
PDCD11,RPL4
UPF1,RPL4
CNTRL,MZT2A
RBM14,HNRNPM
RBM14,PSPC1
RBM14,SRSF3
SRSF3,RBM14
RBM14,SSB
SSB,RBM14
RBM14,ERH
RBM14,MED16
MED16,RBM14
RBM14,SRSF7
RBM14,DDX39B
RBM14,XRCC5
XRCC5,RBM14
RBM14,HNRNPK
HNRNPK,RBM14
RBM14,PPARGC1B
PPARGC1B,RBM14
RBM14,MED14
MED14,RBM14
RBM14,ALYREF
ALYREF,RBM14
RBM14,HNRNPA1
RBM14,ILF2
ILF2,RBM14
RBM14,MED22
RBM14,SFPQ
SFPQ,RBM14
RBM14,HNRNPC
RBM14,TRA2B
RBM14,HNRNPA0
RBM14,MED18
RBM14,PTBP1
RBM14,U2AF1
U2AF1,RBM14
RBM14,HNRNPF
RBM14,HNRNPH1
RBM14,ILF3
ILF3,RBM14
RBM14,CHTOP
RBM14,RBMX
RBMX,RBM14
RBM14,SYNCRIP
AR,ZMIZ2
TLE2,CTBP2
KLF8,CTBP2
TLE1,CTBP2
TLE3,CTBP2
ZEB1,CTBP2
RBPJ,CTBP2
SRC,ELMO1
DPF2,SSSCA1
ZRANB2,SSSCA1
ASB9,KLHL3
WWP1,KLHL3
RNF19A,KLHL3
ASB4,KLHL3
RNF14,KLHL3
DAXX,CFLAR
DEDD2,CFLAR
NFIA,HP1BP3
PPARGC1B,WWP1
WWP1,PPARGC1B
PPARGC1B,MED18
PPARGC1B,MED16
MED16,PPARGC1B
PPARGC1B,ESRRG
ESRRG,PPARGC1B
PPARGC1B,MED14
MED14,PPARGC1B
PPARGC1B,MED22
NFKBIB,PSMB9
NFKBIB,TRAF6
TRAF6,NFKBIB
NFKBIB,CARD11
NFKBIB,MAVS
NFKBIB,ZBP1
NFKBIB,DDX58
NFKBIB,PSMB2
NFKBIB,PSMF1
NFKBIB,PSMD9
PSMD9,NFKBIB
NFKBIB,MALT1
NFKBIB,CUL1
NFKBIB,PSMB10
NFKBIB,PSMB8
NFKBIB,PSMA7
NFKBIB,TRIM25
TRIM25,NFKBIB
YBX1,PABPC1
CSDE1,PABPC1
RNPS1,PABPC1
HNRNPK,PABPC1
EEF1A1,PABPC1
UPF2,PABPC1
ALYREF,PABPC1
UPF1,PABPC1
PARN,PABPC1
HNRNPD,HNRNPM
HNRNPD,MAGOH
HNRNPD,SRRT
HNRNPD,YBX1
YBX1,HNRNPD
HNRNPD,CHERP
HNRNPD,CSDE1
CSDE1,HNRNPD
HNRNPD,PPIL6
HNRNPD,RNPS1
RNPS1,HNRNPD
HNRNPD,HNRNPK
HNRNPK,HNRNPD
HNRNPD,SNRPN
HNRNPD,SF1
SF1,HNRNPD
HNRNPD,HNRNPA1
HNRNPD,ELAVL2
ELAVL2,HNRNPD
HNRNPD,POLR2H
POLR2H,HNRNPD
HNRNPD,SFPQ
SFPQ,HNRNPD
HNRNPD,SNRPB
SNRPB,HNRNPD
HNRNPD,HNRNPAB
HNRNPAB,HNRNPD
HNRNPD,BCAS2
HNRNPD,HNRNPA0
HNRNPD,LSM6
HNRNPD,SNRNP200
HNRNPD,HNRNPF
HNRNPD,HNRNPH1
HNRNPD,CHEK1
HNRNPD,U2SURP
HNRNPD,RBMX
RBMX,HNRNPD
HNRNPD,DHX15
HNRNPD,PUF60
HNRNPD,SF3A3
HNRNPD,SRSF3
SRSF3,HNRNPD
HNRNPD,SRSF7
HNRNPD,LSM5
HNRNPD,KHSRP
KHSRP,HNRNPD
HNRNPD,PPIL1
HNRNPD,ALYREF
ALYREF,HNRNPD
HNRNPD,HSPA8
HNRNPD,HNRNPA3
HNRNPD,SRSF10
SRSF10,HNRNPD
HNRNPD,LSM4
HNRNPD,HNRNPC
HNRNPD,TRA2B
HNRNPD,NCL
HNRNPD,PTBP1
HNRNPD,SRSF2
SRSF2,HNRNPD
HNRNPD,NHP2L1
HNRNPD,POLR2F
POLR2F,HNRNPD
HNRNPD,TARS
HNRNPD,POLR2K
POLR2K,HNRNPD
HNRNPD,TNPO1
HNRNPD,CWC27
HNRNPD,CPSF7
HNRNPD,BUD31
HNRNPD,POLR2A
POLR2A,HNRNPD
DAB2,SYNJ2
DAB2,SYNJ1
DAB2,REPS2
DAB2,SNX18
DAB2,AAK1
DAB2,FZD4
DAB2,GAPVD1
DAB2,HSPA8
DAB2,TGFBR1
DAB2,ARPC4
DAB2,SH3GL2
DAB2,RAB5B
DAB2,GRB2
DAB2,TRIP10
DAB2,IGF2R
DAB2,FCHO1
DAB2,PICALM
DAB2,STON2
DAB2,ACTR2
DAB2,ARRB2
DAB2,ARRB1
DAB2,NECAP2
XRCC5,PRKDC
ATRX,PRKDC
RAD51,PRKDC
PHF21A,PRKDC
RUVBL2,PRKDC
XRCC6,PRKDC
PARP1,PRKDC
